Date,Data,Price,days_gap,Data_Change,Data_Pct_Change,Price_Change,Price_Pct_Change,Data_Lag_1,Data_Lag_2,Data_Lag_3,Data_Lag_4,Data_Lag_5,Data_Lag_6,Data_Lag_7,Data_Change_Lag_1,Data_Change_Lag_2,Data_Change_Lag_3,Data_Change_Lag_4,Data_Change_Lag_5,Data_Change_Lag_6,Data_Change_Lag_7,Data_MA_2,Data_MA_5,Data_MA_7,Data_MA_10,Data_MA_40
2010-03-17,0.644,1215.0,1.0,-0.0020000000000000018,-0.3095975232198178,6.25,0.5170630816959676,0.646,0.646,0.649,0.65,0.651,0.652,0.652,0.0,-0.0030000000000000027,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.0,-0.0010000000000000009,0.645,0.647,0.6482857142857144,0.6496999999999999,0.6595500000000001
2010-03-18,0.643,1215.25,1.0,-0.0010000000000000009,-0.15527950310558758,0.25,0.02057613168724437,0.644,0.646,0.646,0.649,0.65,0.651,0.652,-0.0020000000000000018,0.0,-0.0030000000000000027,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.0,0.6435,0.6456000000000001,0.647,0.6486000000000001,0.658775
2010-03-19,0.642,1210.25,1.0,-0.0010000000000000009,-0.15552099533436836,-5.0,-0.4114379757251596,0.643,0.644,0.646,0.646,0.649,0.65,0.651,-0.0010000000000000009,-0.0020000000000000018,0.0,-0.0030000000000000027,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.6425000000000001,0.6442,0.6457142857142858,0.6475,0.6580250000000001
2010-03-22,0.639,1216.0,3.0,-0.0030000000000000027,-0.4672897196261738,5.75,0.47510844866762714,0.642,0.643,0.644,0.646,0.646,0.649,0.65,-0.0010000000000000009,-0.0010000000000000009,-0.0020000000000000018,0.0,-0.0030000000000000027,-0.0010000000000000009,-0.0010000000000000009,0.6405000000000001,0.6428,0.6441428571428572,0.6462000000000001,0.65725
2010-03-23,0.637,1223.5,1.0,-0.0020000000000000018,-0.3129890453834161,7.5,0.616776315789469,0.639,0.642,0.643,0.644,0.646,0.646,0.649,-0.0030000000000000027,-0.0010000000000000009,-0.0010000000000000009,-0.0020000000000000018,0.0,-0.0030000000000000027,-0.0010000000000000009,0.638,0.641,0.6424285714285715,0.6447,0.65645
2010-03-24,0.636,1218.5,1.0,-0.0010000000000000009,-0.15698587127158659,-5.0,-0.4086636697997581,0.637,0.639,0.642,0.643,0.644,0.646,0.646,-0.0020000000000000018,-0.0030000000000000027,-0.0010000000000000009,-0.0010000000000000009,-0.0020000000000000018,0.0,-0.0030000000000000027,0.6365000000000001,0.6394,0.641,0.6432,0.6556750000000001
2010-03-25,0.635,1216.75,1.0,-0.0010000000000000009,-0.15723270440252124,-1.75,-0.1436192039392714,0.636,0.637,0.639,0.642,0.643,0.644,0.646,-0.0010000000000000009,-0.0020000000000000018,-0.0030000000000000027,-0.0010000000000000009,-0.0010000000000000009,-0.0020000000000000018,0.0,0.6355,0.6378,0.6394285714285715,0.6416999999999999,0.654925
2010-03-26,0.636,1217.5,1.0,0.0010000000000000009,0.15748031496063408,0.75,0.06163961372509519,0.635,0.636,0.637,0.639,0.642,0.643,0.644,-0.0010000000000000009,-0.0010000000000000009,-0.0020000000000000018,-0.0030000000000000027,-0.0010000000000000009,-0.0010000000000000009,-0.0020000000000000018,0.6355,0.6366,0.6382857142857142,0.6404,0.6542
2010-03-29,0.635,1222.75,3.0,-0.0010000000000000009,-0.15723270440252124,5.25,0.43121149897331623,0.636,0.635,0.636,0.637,0.639,0.642,0.643,0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,-0.0020000000000000018,-0.0030000000000000027,-0.0010000000000000009,-0.0010000000000000009,0.6355,0.6357999999999999,0.6371428571428571,0.6393000000000001,0.6534500000000001
2010-03-30,0.635,1223.5,1.0,0.0,0.0,0.75,0.06133714986711336,0.635,0.636,0.635,0.636,0.637,0.639,0.642,-0.0010000000000000009,0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,-0.0020000000000000018,-0.0030000000000000027,-0.0010000000000000009,0.635,0.6354,0.6361428571428572,0.6382000000000001,0.6527000000000001
2010-03-31,0.634,1219.25,1.0,-0.0010000000000000009,-0.15748031496063408,-4.25,-0.34736411932979605,0.635,0.635,0.636,0.635,0.636,0.637,0.639,0.0,-0.0010000000000000009,0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,-0.0020000000000000018,-0.0030000000000000027,0.6345000000000001,0.635,0.6354285714285715,0.6372,0.651925
2010-04-01,0.635,1227.75,1.0,0.0010000000000000009,0.1577287066246047,8.5,0.6971498872257564,0.634,0.635,0.635,0.636,0.635,0.636,0.637,-0.0010000000000000009,0.0,-0.0010000000000000009,0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,-0.0020000000000000018,0.6345000000000001,0.635,0.6351428571428571,0.6364,0.6511750000000001
2010-04-06,0.638,1239.75,5.0,0.0030000000000000027,0.47244094488188004,12.0,0.9773976786805028,0.635,0.634,0.635,0.635,0.636,0.635,0.636,0.0010000000000000009,-0.0010000000000000009,0.0,-0.0010000000000000009,0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.6365000000000001,0.6354,0.6354285714285713,0.636,0.6505
2010-04-07,0.639,1233.0,1.0,0.0010000000000000009,0.15673981191222097,-6.75,-0.5444646098003658,0.638,0.635,0.634,0.635,0.635,0.636,0.635,0.0030000000000000027,0.0010000000000000009,-0.0010000000000000009,0.0,-0.0010000000000000009,0.0010000000000000009,-0.0010000000000000009,0.6385000000000001,0.6362,0.636,0.636,0.6499
2010-04-08,0.64,1237.75,1.0,0.0010000000000000009,0.15649452269170805,4.75,0.38523925385238744,0.639,0.638,0.635,0.634,0.635,0.635,0.636,0.0010000000000000009,0.0030000000000000027,0.0010000000000000009,-0.0010000000000000009,0.0,-0.0010000000000000009,0.0010000000000000009,0.6395,0.6372,0.6365714285714285,0.6363000000000001,0.649375
2010-04-09,0.641,1246.5,1.0,0.0010000000000000009,0.15624999999999112,8.75,0.7069278933548695,0.64,0.639,0.638,0.635,0.634,0.635,0.635,0.0010000000000000009,0.0010000000000000009,0.0030000000000000027,0.0010000000000000009,-0.0010000000000000009,0.0,-0.0010000000000000009,0.6405000000000001,0.6386000000000001,0.6374285714285713,0.6368,0.6488750000000001
2010-04-12,0.642,1246.5,3.0,0.0010000000000000009,0.15600624024960652,0.0,0.0,0.641,0.64,0.639,0.638,0.635,0.634,0.635,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.0030000000000000027,0.0010000000000000009,-0.0010000000000000009,0.0,0.6415,0.6399999999999999,0.6384285714285715,0.6375000000000001,0.6483749999999999
2010-04-13,0.644,1247.0,1.0,0.0020000000000000018,0.31152647975078995,0.5,0.040112314480555966,0.642,0.641,0.64,0.639,0.638,0.635,0.634,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.0030000000000000027,0.0010000000000000009,-0.0010000000000000009,0.643,0.6412,0.6398571428571429,0.6383000000000001,0.6479250000000001
2010-04-14,0.644,1260.5,1.0,0.0,0.0,13.5,1.0825982357658415,0.644,0.642,0.641,0.64,0.639,0.638,0.635,0.0020000000000000018,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.0030000000000000027,0.0010000000000000009,0.644,0.6422000000000001,0.6411428571428572,0.6392,0.64745
2010-04-15,0.644,1262.5,1.0,0.0,0.0,2.0,0.1586671955573271,0.644,0.644,0.642,0.641,0.64,0.639,0.638,0.0,0.0020000000000000018,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.0030000000000000027,0.644,0.643,0.642,0.6401,0.6469750000000001
2010-04-16,0.644,1244.25,1.0,0.0,0.0,-18.25,-1.4455445544554468,0.644,0.644,0.644,0.642,0.641,0.64,0.639,0.0,0.0,0.0020000000000000018,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.644,0.6436,0.6427142857142858,0.6411,0.646525
2010-04-19,0.643,1249.5,3.0,-0.0010000000000000009,-0.15527950310558758,5.25,0.42194092827003704,0.644,0.644,0.644,0.644,0.642,0.641,0.64,0.0,0.0,0.0,0.0020000000000000018,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.6435,0.6438,0.6431428571428571,0.6418999999999999,0.6461
2010-04-20,0.642,1259.5,1.0,-0.0010000000000000009,-0.15552099533436836,10.0,0.800320128051224,0.643,0.644,0.644,0.644,0.644,0.642,0.641,-0.0010000000000000009,0.0,0.0,0.0,0.0020000000000000018,0.0010000000000000009,0.0010000000000000009,0.6425000000000001,0.6434,0.6432857142857143,0.6423,0.645625
2010-04-21,0.642,1254.5,1.0,0.0,0.0,-5.0,-0.3969829297340244,0.642,0.643,0.644,0.644,0.644,0.644,0.642,-0.0010000000000000009,-0.0010000000000000009,0.0,0.0,0.0,0.0020000000000000018,0.0010000000000000009,0.642,0.643,0.6432857142857143,0.6426000000000001,0.64515
2010-04-22,0.644,1255.75,1.0,0.0020000000000000018,0.31152647975078995,1.25,0.09964129135113797,0.642,0.642,0.643,0.644,0.644,0.644,0.644,0.0,-0.0010000000000000009,-0.0010000000000000009,0.0,0.0,0.0,0.0020000000000000018,0.643,0.643,0.6432857142857143,0.643,0.644725
2010-04-23,0.645,1266.25,1.0,0.0010000000000000009,0.15527950310558758,10.5,0.8361536930121538,0.644,0.642,0.642,0.643,0.644,0.644,0.644,0.0020000000000000018,0.0,-0.0010000000000000009,-0.0010000000000000009,0.0,0.0,0.0,0.6445000000000001,0.6432,0.6434285714285713,0.6434,0.644375
2010-04-26,0.645,1262.25,3.0,0.0,0.0,-4.0,-0.3158933859822355,0.645,0.644,0.642,0.642,0.643,0.644,0.644,0.0010000000000000009,0.0020000000000000018,0.0,-0.0010000000000000009,-0.0010000000000000009,0.0,0.0,0.645,0.6436,0.6435714285714286,0.6436999999999999,0.64405
2010-04-27,0.646,1235.0,1.0,0.0010000000000000009,0.15503875968991832,-27.25,-2.1588433353139203,0.645,0.645,0.644,0.642,0.642,0.643,0.644,0.0,0.0010000000000000009,0.0020000000000000018,0.0,-0.0010000000000000009,-0.0010000000000000009,0.0,0.6455,0.6444,0.6438571428571429,0.6439,0.6438
2010-04-28,0.654,1244.0,1.0,0.008000000000000007,1.238390092879249,9.0,0.7287449392712642,0.646,0.645,0.645,0.644,0.642,0.642,0.643,0.0010000000000000009,0.0,0.0010000000000000009,0.0020000000000000018,0.0,-0.0010000000000000009,-0.0010000000000000009,0.65,0.6468,0.6454285714285714,0.6449,0.643775
2010-04-29,0.659,1259.25,1.0,0.0050000000000000044,0.7645259938837912,15.25,1.225884244372999,0.654,0.646,0.645,0.645,0.644,0.642,0.642,0.008000000000000007,0.0010000000000000009,0.0,0.0010000000000000009,0.0020000000000000018,0.0,-0.0010000000000000009,0.6565000000000001,0.6498,0.6478571428571429,0.6464000000000001,0.643875
2010-04-30,0.663,1237.5,1.0,0.0040000000000000036,0.6069802731411222,-21.75,-1.7272185824895758,0.659,0.654,0.646,0.645,0.645,0.644,0.642,0.0050000000000000044,0.008000000000000007,0.0010000000000000009,0.0,0.0010000000000000009,0.0020000000000000018,0.0,0.661,0.6534000000000001,0.6508571428571429,0.6483000000000001,0.6440750000000001
2010-05-03,0.665,1252.5,3.0,0.0020000000000000018,0.3016591251885359,15.0,1.21212121212122,0.663,0.659,0.654,0.646,0.645,0.645,0.644,0.0040000000000000036,0.0050000000000000044,0.008000000000000007,0.0010000000000000009,0.0,0.0010000000000000009,0.0020000000000000018,0.664,0.6574,0.6538571428571428,0.6505000000000001,0.64435
2010-05-04,0.668,1226.5,1.0,0.0030000000000000027,0.4511278195488799,-26.0,-2.075848303393213,0.665,0.663,0.659,0.654,0.646,0.645,0.645,0.0020000000000000018,0.0040000000000000036,0.0050000000000000044,0.008000000000000007,0.0010000000000000009,0.0,0.0010000000000000009,0.6665000000000001,0.6618,0.6571428571428573,0.6531,0.644725
2010-05-05,0.672,1218.0,1.0,0.0040000000000000036,0.5988023952095745,-8.5,-0.6930289441500204,0.668,0.665,0.663,0.659,0.654,0.646,0.645,0.0030000000000000027,0.0020000000000000018,0.0040000000000000036,0.0050000000000000044,0.008000000000000007,0.0010000000000000009,0.0,0.67,0.6654000000000001,0.6610000000000001,0.6561,0.645225
2010-05-06,0.677,1176.5,1.0,0.0050000000000000044,0.7440476190476275,-41.5,-3.4072249589490955,0.672,0.668,0.665,0.663,0.659,0.654,0.646,0.0040000000000000036,0.0030000000000000027,0.0020000000000000018,0.0040000000000000036,0.0050000000000000044,0.008000000000000007,0.0010000000000000009,0.6745000000000001,0.669,0.6654285714285715,0.6594,0.64585
2010-05-07,0.682,1161.0,1.0,0.0050000000000000044,0.7385524372230501,-15.5,-1.3174670633234187,0.677,0.672,0.668,0.665,0.663,0.659,0.654,0.0050000000000000044,0.0040000000000000036,0.0030000000000000027,0.0020000000000000018,0.0040000000000000036,0.0050000000000000044,0.008000000000000007,0.6795,0.6728000000000001,0.6694285714285716,0.6631,0.646625
2010-05-10,0.682,1210.5,3.0,0.0,0.0,49.5,4.263565891472876,0.682,0.677,0.672,0.668,0.665,0.663,0.659,0.0050000000000000044,0.0050000000000000044,0.0040000000000000036,0.0030000000000000027,0.0020000000000000018,0.0040000000000000036,0.0050000000000000044,0.682,0.6762,0.6727142857142858,0.6668000000000001,0.6474249999999999
2010-05-11,0.682,1206.25,1.0,0.0,0.0,-4.25,-0.35109458901280144,0.682,0.682,0.677,0.672,0.668,0.665,0.663,0.0,0.0050000000000000044,0.0050000000000000044,0.0040000000000000036,0.0030000000000000027,0.0020000000000000018,0.0040000000000000036,0.682,0.679,0.6754285714285715,0.6704,0.6482500000000001
2010-05-12,0.682,1223.75,1.0,0.0,0.0,17.5,1.4507772020725396,0.682,0.682,0.682,0.677,0.672,0.668,0.665,0.0,0.0,0.0050000000000000044,0.0050000000000000044,0.0040000000000000036,0.0030000000000000027,0.0020000000000000018,0.682,0.681,0.677857142857143,0.6732,0.64915
2010-05-13,0.683,1210.75,1.0,0.0010000000000000009,0.14662756598240456,-13.0,-1.0623084780388203,0.682,0.682,0.682,0.682,0.677,0.672,0.668,0.0,0.0,0.0,0.0050000000000000044,0.0050000000000000044,0.0040000000000000036,0.0030000000000000027,0.6825000000000001,0.6822000000000001,0.68,0.6756,0.650075
2010-05-14,0.684,1189.25,1.0,0.0010000000000000009,0.14641288433381305,-21.5,-1.775758827173235,0.683,0.682,0.682,0.682,0.682,0.677,0.672,0.0010000000000000009,0.0,0.0,0.0,0.0050000000000000044,0.0050000000000000044,0.0040000000000000036,0.6835,0.6826000000000001,0.6817142857142858,0.6777,0.6510750000000001
2010-05-17,0.685,1188.5,3.0,0.0010000000000000009,0.14619883040936088,-0.75,-0.06306495690561187,0.684,0.683,0.682,0.682,0.682,0.682,0.677,0.0010000000000000009,0.0010000000000000009,0.0,0.0,0.0,0.0050000000000000044,0.0050000000000000044,0.6845000000000001,0.6832,0.6828571428571429,0.6797000000000001,0.6521250000000001
2010-05-18,0.688,1172.75,1.0,0.0029999999999998916,0.4379562043795415,-15.75,-1.3251998317206581,0.685,0.684,0.683,0.682,0.682,0.682,0.682,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.0,0.0,0.0,0.0050000000000000044,0.6865,0.6844,0.6837142857142856,0.6817,0.653275
2010-05-19,0.69,1164.0,1.0,0.0020000000000000018,0.29069767441860517,-8.75,-0.7461095715199373,0.688,0.685,0.684,0.683,0.682,0.682,0.682,0.0029999999999998916,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.0,0.0,0.0,0.689,0.686,0.6848571428571429,0.6835,0.6545500000000001
2010-05-20,0.692,1124.0,1.0,0.0020000000000000018,0.28985507246377384,-40.0,-3.436426116838487,0.69,0.688,0.685,0.684,0.683,0.682,0.682,0.0020000000000000018,0.0029999999999998916,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.0,0.0,0.691,0.6878,0.6862857142857143,0.6849999999999999,0.6559250000000001
2010-05-21,0.695,1138.5,1.0,0.0030000000000000027,0.43352601156070314,14.5,1.2900355871886093,0.692,0.69,0.688,0.685,0.684,0.683,0.682,0.0020000000000000018,0.0020000000000000018,0.0029999999999998916,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.0,0.6935,0.6900000000000001,0.6881428571428571,0.6863,0.6574
2010-05-24,0.697,1125.0,3.0,0.0020000000000000018,0.2877697841726645,-13.5,-1.1857707509881465,0.695,0.692,0.69,0.688,0.685,0.684,0.683,0.0030000000000000027,0.0020000000000000018,0.0020000000000000018,0.0029999999999998916,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.696,0.6923999999999999,0.6901428571428571,0.6878,0.65895
2010-05-25,0.697,1127.0,1.0,0.0,0.0,2.0,0.1777777777777878,0.697,0.695,0.692,0.69,0.688,0.685,0.684,0.0020000000000000018,0.0030000000000000027,0.0020000000000000018,0.0020000000000000018,0.0029999999999998916,0.0010000000000000009,0.0010000000000000009,0.697,0.6941999999999999,0.692,0.6893,0.660475
2010-05-26,0.697,1115.25,1.0,0.0,0.0,-11.75,-1.04259094942325,0.697,0.697,0.695,0.692,0.69,0.688,0.685,0.0,0.0020000000000000018,0.0030000000000000027,0.0020000000000000018,0.0020000000000000018,0.0029999999999998916,0.0010000000000000009,0.697,0.6956,0.6937142857142857,0.6908,0.6620250000000001
2010-05-27,0.699,1155.0,1.0,0.0020000000000000018,0.2869440459110528,39.75,3.5642232683254838,0.697,0.697,0.697,0.695,0.692,0.69,0.688,0.0,0.0,0.0020000000000000018,0.0030000000000000027,0.0020000000000000018,0.0020000000000000018,0.0029999999999998916,0.698,0.697,0.6952857142857143,0.6923999999999999,0.663625
2010-05-28,0.699,1142.5,1.0,0.0,0.0,-12.5,-1.0822510822510845,0.699,0.697,0.697,0.697,0.695,0.692,0.69,0.0020000000000000018,0.0,0.0,0.0020000000000000018,0.0030000000000000027,0.0020000000000000018,0.0020000000000000018,0.699,0.6978,0.6965714285714285,0.6939,0.6652500000000001
2010-06-01,0.702,1123.5,4.0,0.0030000000000000027,0.42918454935623185,-19.0,-1.6630196936542663,0.699,0.699,0.697,0.697,0.697,0.695,0.692,0.0,0.0020000000000000018,0.0,0.0,0.0020000000000000018,0.0030000000000000027,0.0020000000000000018,0.7004999999999999,0.6988,0.6979999999999998,0.6956,0.666925
2010-06-02,0.704,1150.75,1.0,0.0020000000000000018,0.2849002849002913,27.25,2.4254561637739203,0.702,0.699,0.699,0.697,0.697,0.697,0.695,0.0030000000000000027,0.0,0.0020000000000000018,0.0,0.0,0.0020000000000000018,0.0030000000000000027,0.703,0.7001999999999999,0.6992857142857142,0.6971999999999999,0.668575
2010-06-03,0.706,1157.5,1.0,0.0020000000000000018,0.28409090909091717,6.75,0.5865739734955522,0.704,0.702,0.699,0.699,0.697,0.697,0.697,0.0020000000000000018,0.0030000000000000027,0.0,0.0020000000000000018,0.0,0.0,0.0020000000000000018,0.705,0.702,0.7005714285714285,0.6988,0.67025
2010-06-04,0.707,1120.0,1.0,0.0010000000000000009,0.14164305949009304,-37.5,-3.239740820734338,0.706,0.704,0.702,0.699,0.699,0.697,0.697,0.0020000000000000018,0.0020000000000000018,0.0030000000000000027,0.0,0.0020000000000000018,0.0,0.0,0.7064999999999999,0.7036,0.702,0.7003,0.6719250000000001
2010-06-07,0.711,1102.0,3.0,0.0040000000000000036,0.5657708628005631,-18.0,-1.6071428571428625,0.707,0.706,0.704,0.702,0.699,0.699,0.697,0.0010000000000000009,0.0020000000000000018,0.0020000000000000018,0.0030000000000000027,0.0,0.0020000000000000018,0.0,0.709,0.706,0.704,0.7019,0.673675
2010-06-08,0.713,1113.25,1.0,0.0020000000000000018,0.2812939521800173,11.25,1.020871143375679,0.711,0.707,0.706,0.704,0.702,0.699,0.699,0.0040000000000000036,0.0010000000000000009,0.0020000000000000018,0.0020000000000000018,0.0030000000000000027,0.0,0.0020000000000000018,0.712,0.7081999999999999,0.7060000000000001,0.7034999999999999,0.67545
2010-06-09,0.715,1109.5,1.0,0.0020000000000000018,0.28050490883591017,-3.75,-0.33685156074556577,0.713,0.711,0.707,0.706,0.704,0.702,0.699,0.0020000000000000018,0.0040000000000000036,0.0010000000000000009,0.0020000000000000018,0.0020000000000000018,0.0030000000000000027,0.0,0.714,0.7103999999999999,0.7082857142857143,0.7052999999999999,0.677225
2010-06-10,0.718,1137.75,1.0,0.0030000000000000027,0.41958041958041203,28.25,2.546191978368628,0.715,0.713,0.711,0.707,0.706,0.704,0.702,0.0020000000000000018,0.0020000000000000018,0.0040000000000000036,0.0010000000000000009,0.0020000000000000018,0.0020000000000000018,0.0030000000000000027,0.7164999999999999,0.7127999999999999,0.7105714285714286,0.7074,0.679075
2010-06-11,0.719,1143.25,1.0,0.0010000000000000009,0.139275766016711,5.5,0.4834102395077977,0.718,0.715,0.713,0.711,0.707,0.706,0.704,0.0030000000000000027,0.0020000000000000018,0.0020000000000000018,0.0040000000000000036,0.0010000000000000009,0.0020000000000000018,0.0020000000000000018,0.7184999999999999,0.7152,0.7127142857142857,0.7094,0.6809499999999999
2010-06-14,0.72,1144.5,3.0,0.0010000000000000009,0.13908205841446364,1.25,0.1093374152635107,0.719,0.718,0.715,0.713,0.711,0.707,0.706,0.0010000000000000009,0.0030000000000000027,0.0020000000000000018,0.0020000000000000018,0.0040000000000000036,0.0010000000000000009,0.0020000000000000018,0.7195,0.717,0.7147142857142857,0.7114999999999999,0.68285
2010-06-15,0.723,1167.5,1.0,0.0030000000000000027,0.4166666666666652,23.0,2.00961118392311,0.72,0.719,0.718,0.715,0.713,0.711,0.707,0.0010000000000000009,0.0010000000000000009,0.0030000000000000027,0.0020000000000000018,0.0020000000000000018,0.0040000000000000036,0.0010000000000000009,0.7215,0.719,0.717,0.7135999999999999,0.68485
2010-06-16,0.727,1167.75,1.0,0.0040000000000000036,0.5532503457814641,0.25,0.021413276231263545,0.723,0.72,0.719,0.718,0.715,0.713,0.711,0.0030000000000000027,0.0010000000000000009,0.0010000000000000009,0.0030000000000000027,0.0020000000000000018,0.0020000000000000018,0.0040000000000000036,0.725,0.7214,0.7192857142857142,0.7159,0.686975
2010-06-17,0.729,1170.0,1.0,0.0020000000000000018,0.27510316368637433,2.25,0.19267822736031004,0.727,0.723,0.72,0.719,0.718,0.715,0.713,0.0040000000000000036,0.0030000000000000027,0.0010000000000000009,0.0010000000000000009,0.0030000000000000027,0.0020000000000000018,0.0020000000000000018,0.728,0.7236,0.7215714285714284,0.7182000000000001,0.6891499999999999
2010-06-18,0.732,1168.5,1.0,0.0030000000000000027,0.4115226337448652,-1.5,-0.12820512820512775,0.729,0.727,0.723,0.72,0.719,0.718,0.715,0.0020000000000000018,0.0040000000000000036,0.0030000000000000027,0.0010000000000000009,0.0010000000000000009,0.0030000000000000027,0.0020000000000000018,0.7304999999999999,0.7262000000000001,0.724,0.7206999999999999,0.69135
2010-06-21,0.733,1168.75,3.0,0.0010000000000000009,0.1366120218579292,0.25,0.021394950791608913,0.732,0.729,0.727,0.723,0.72,0.719,0.718,0.0030000000000000027,0.0020000000000000018,0.0040000000000000036,0.0030000000000000027,0.0010000000000000009,0.0010000000000000009,0.0030000000000000027,0.7324999999999999,0.7288,0.7261428571428571,0.7229,0.6935499999999999
2010-06-22,0.737,1148.75,1.0,0.0040000000000000036,0.5457025920873049,-20.0,-1.7112299465240621,0.733,0.732,0.729,0.727,0.723,0.72,0.719,0.0010000000000000009,0.0030000000000000027,0.0020000000000000018,0.0040000000000000036,0.0030000000000000027,0.0010000000000000009,0.0010000000000000009,0.735,0.7316,0.7287142857142858,0.7253000000000001,0.69585
